사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-24,분당선,1863,구성,193,14,2852,378,8975,3165,21917,4796,22125,7011,13507,4139,10322,3819,8707,4779,7510,5211,6656,5681,5951,6509,6477,8080,7213,9852,8015,15225,6385,20891,3967,17428,3049,11794,2412,9586,1719,10682,601,6141,9,422,0,0,0,0,0,0
Jun-24,분당선,1864,신갈,108,2,3067,271,9562,1367,19192,2358,19432,6720,11826,4441,8898,3733,7835,4478,6888,4843,6508,6002,5887,5949,6462,7208,7260,8279,6015,11313,5028,17556,2738,13989,2228,9392,1855,7697,1308,8653,466,5161,9,365,0,1,0,0,0,0
Jun-24,분당선,1865,기흥,320,17,5860,854,15975,5103,36754,13028,36118,21967,20079,11213,15143,9662,14193,10636,13953,9605,13158,12233,13125,11745,13783,13200,16761,16228,21503,21644,22910,34583,12362,28190,9682,17831,8626,15119,6609,15203,2522,9261,56,1130,0,1,0,0,0,0
Jun-24,분당선,1866,상갈,29,0,3339,812,9081,3123,19637,6461,20351,8922,13370,5601,9654,4189,8282,5049,7316,4909,7112,6680,6417,6608,6907,7480,7634,10444,10234,13500,10597,16902,5764,14071,3965,10560,3417,10180,2035,8926,613,5187,5,796,0,0,0,0,0,0
Jun-24,분당선,1867,청명,22,0,2982,946,8052,2306,18844,5430,18908,9068,10134,4469,6857,4045,6192,3698,5881,4474,5683,4950,5565,5568,6080,6305,6665,7858,7771,11812,9377,15824,4491,12538,3207,8240,2520,7983,2236,7374,745,4400,26,367,0,0,0,0,0,0
Jun-24,분당선,1868,영통,92,1,3104,1849,8353,4846,18249,10405,19503,25484,11734,18642,10552,13008,10932,11644,12655,13280,13632,13138,12923,12593,15103,13481,18238,15841,22761,22942,25985,26456,14530,19435,12899,12442,13838,12124,14447,11565,5074,7127,163,505,0,1,0,0,0,0
Jun-24,분당선,1869,망포,49,0,6424,4026,22549,10380,54708,26440,50092,42303,25736,16458,18392,10285,17159,10696,17243,12263,16204,13094,16593,12929,17084,17801,21516,22602,35169,32013,43263,48228,21645,44135,17052,27946,13831,22091,11677,21415,4230,13333,143,1044,0,0,0,0,0,0
Jun-24,분당선,1870,매탄권선,36,0,4192,918,10704,3004,21674,5691,20582,13681,12031,5520,8342,4047,7714,4205,8010,4942,6783,5318,5889,4959,6795,7175,10456,9611,9964,13331,8961,21089,5234,15280,4194,10271,3650,8977,2881,9460,861,5505,37,614,0,0,0,0,0,0
Jun-24,분당선,1871,수원시청,309,6,6838,2024,13229,7154,30495,17792,31012,50484,16212,34954,14649,19049,16623,16705,19089,20819,18341,21631,18995,17026,22362,18669,29122,23206,31572,35110,42217,48628,22720,34907,20538,23281,22345,16785,18448,15895,6566,10106,208,1262,0,1,0,0,0,0
Jun-24,분당선,1872,매교,362,4,5326,660,10917,2276,21707,6073,21407,13699,10216,5237,6625,4144,6214,4718,6670,5548,5828,5045,5526,6050,5985,6430,10045,10003,10118,14144,7479,20056,4342,14011,3782,9886,3400,8065,2886,7211,858,4156,36,750,0,0,0,0,0,0
Jun-24,일산선,1948,원흥,321,30,7080,572,18778,4478,45626,6991,48242,15000,28119,10885,20190,9138,18377,9320,17528,11615,16234,12955,14368,14399,13683,17281,15479,20619,16656,28162,17634,38022,8900,35688,7591,22108,6578,21057,4981,18700,2202,11760,317,2689,0,0,0,0,0,0
Jun-24,일산선,1949,지축,0,0,0,0,0,0,0,0,5,0,4,0,2,0,4,0,4,0,1,0,1,0,8,0,5,0,6,0,4,0,7,0,4,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Jun-24,일산선,1950,삼송,792,10,9629,1378,31832,7293,77126,15664,76736,27323,41753,20442,31141,16345,26303,18590,27074,22556,25126,23532,23046,24469,23872,29601,28455,34447,30651,45347,29838,67382,19970,57627,15336,35342,13122,34641,12998,27736,3549,14774,471,3125,0,0,0,0,0,0
Jun-24,일산선,1951,원당,154,2,8994,1199,20906,8262,42497,8188,42956,14269,26840,10538,20797,9407,18042,10692,18924,12636,16828,11942,14592,14217,14637,16767,18030,21209,16630,26291,15611,36732,8410,31036,6656,21239,5125,19613,2971,17041,1032,10422,92,1865,0,0,0,0,0,0
Jun-24,일산선,1952,화정,126,4,12544,1651,24550,7123,51379,13166,50865,33173,33274,23974,28996,20529,27217,22185,28661,23581,28211,25200,26515,26366,28171,32372,30157,35660,30963,42190,29242,55771,16869,46184,15847,29640,14780,26536,11891,24215,4452,14658,573,3070,1,2,0,0,0,0
Jun-24,일산선,1953,대곡,175,1,1874,516,5402,3412,12830,3382,10827,4074,5787,2670,4079,2328,3846,2290,3759,2293,3974,2834,3577,2532,4233,3107,5885,4012,6973,4977,6430,8364,3516,6606,2298,3485,2009,3652,1423,3461,720,2977,61,1190,2,0,0,0,0,0
Jun-24,일산선,1954,백석,79,1,5242,2226,10214,6836,21978,12171,23253,25347,17489,15287,16385,14193,16942,13464,16277,14908,16133,16629,16613,15674,18587,17134,18957,19022,22359,21824,22765,26166,12596,24146,11146,14167,10632,12035,7161,10901,2785,7014,399,1732,0,0,0,0,0,0
Jun-24,일산선,1955,마두,40,1,3946,1741,10964,4872,17282,8846,16762,21586,14316,16657,14866,11836,14065,11194,14478,10259,13132,14054,13326,12796,15285,12951,16187,14315,17429,16229,16714,18560,7520,16598,5699,10270,5385,9037,4108,8170,1168,5640,100,1342,0,0,0,0,0,0
Jun-24,일산선,1956,정발산,87,2,2346,809,5405,3429,8579,6324,10195,20701,8532,20597,8630,16400,11304,15559,11876,13950,14043,15352,14467,13808,17005,13492,17739,14796,20089,15782,24499,17418,12311,14187,14245,7900,10122,6471,7384,5328,2516,3893,290,1038,0,0,0,0,0,0
Jun-24,일산선,1957,주엽,121,1,6582,1386,18730,3406,24712,7961,27461,16097,20969,13464,19057,13275,18951,13215,17553,14543,16593,17213,15753,15957,17354,18779,17626,19741,16024,25420,15401,26509,8653,25657,8006,16310,6048,13434,5277,11904,1239,8144,139,2366,0,0,0,0,0,0
Jun-24,일산선,1958,대화,232,2,8958,1268,29648,5049,60995,13253,42449,19581,29368,16077,23564,14447,20574,12924,20324,14799,18888,15569,18467,14737,19954,17684,21950,16885,23650,24447,19297,29263,10029,28624,9718,19163,6599,16929,4473,15985,1581,10137,121,4113,0,0,0,0,0,0
Jun-24,중앙선,1015,회기,1174,11,12703,4590,23339,14964,56098,31070,71454,54780,49976,42031,39850,34606,41638,32012,43375,33271,43449,35259,43925,36682,49980,34728,58978,41460,62773,51857,48681,72574,31002,55969,28000,38772,29613,41445,25686,44524,13080,29152,746,5883,0,0,0,0,0,0
Jun-24,중앙선,1201,중랑,243,4,6244,690,9776,2000,21717,3460,20045,6353,15536,5602,9720,4781,8969,5304,9009,5957,8631,6053,7567,7940,7644,9564,7772,11740,7234,14550,7456,20450,5103,16413,3502,10808,2776,8557,2127,9468,921,5031,35,513,0,0,0,0,0,0
Jun-24,중앙선,1202,상봉,782,39,6864,866,9266,2885,21850,5193,23278,7682,14131,5865,8998,5909,8372,6727,10059,7755,8390,8023,8337,8154,9055,9360,8318,11325,9012,14555,9871,23538,6688,19383,5667,11752,4979,9315,3466,9630,1633,5896,133,1448,0,0,0,0,0,0
Jun-24,중앙선,1203,망우,430,9,9332,848,12505,3273,30280,5686,24925,12854,16133,8871,13418,8905,11996,10033,12925,10046,12357,10509,11743,12144,11246,13266,12653,17062,12204,19234,12370,25882,8442,21265,5912,14224,4572,9807,3283,9826,1327,6000,30,759,0,0,0,0,0,0
Jun-24,중앙선,1204,양원,72,3,2933,430,5045,1786,12830,7701,10037,6492,6498,3141,4639,3250,4234,2922,4478,2841,4327,3860,3945,3461,6194,4312,7265,5467,5225,6543,4091,9444,2856,9132,1767,5588,1492,3797,1083,4276,448,2562,7,194,0,0,0,0,0,0
Jun-24,중앙선,1205,구리,1208,9,10983,1845,22340,6639,56375,9388,46473,19402,26525,16695,20866,14266,19212,12997,20009,13920,18111,18489,17103,16625,17868,21092,20160,26621,20644,36585,19651,47870,12122,43785,11662,24182,7809,20673,6921,18410,2150,13091,34,2330,2,1,0,0,0,0
Jun-24,중앙선,1206,도농,1017,2,9474,1056,23249,3378,58472,8764,43206,13704,25641,8369,19477,8084,16684,8498,15165,9379,13381,10835,11513,12169,11680,15893,15982,19986,15272,28937,13698,39563,7174,35596,5622,20609,4672,18309,3557,15454,1173,12260,53,2215,0,0,0,0,0,0
Jun-24,중앙선,1207,양정,100,0,238,238,824,1161,1548,1628,1558,1961,932,981,969,831,871,661,948,711,861,550,1082,532,1185,751,1453,821,1796,931,1822,1117,837,740,476,444,288,405,123,355,49,287,1,69,0,0,0,0,0,0
Jun-24,중앙선,1208,덕소,1397,4,3647,824,10654,2107,24072,3880,18843,7541,12689,5292,11219,4865,9649,5017,8297,6239,8605,7450,7339,7264,7283,9678,7886,11404,8029,15380,6707,17849,4191,16973,3555,9777,2825,9461,2241,8793,1061,6634,0,1714,0,0,0,0,0,0
Jun-24,중앙선,1209,도심,17,1,1880,269,5643,1429,12434,2095,7927,5645,6146,1896,4497,1549,3040,1964,3533,1980,3153,1822,2807,2330,2685,3622,3941,2583,3188,5677,3189,5025,1532,5956,1235,3200,1043,3122,718,3537,284,2043,0,0,0,0,0,0,0,0
Jun-24,중앙선,1210,팔당,0,0,306,178,712,902,1463,2093,1406,3398,1307,3314,1436,2753,1359,2510,1392,2302,1542,1495,2074,1671,2501,1790,2843,1470,2744,1768,2944,1668,2028,1258,1492,832,1353,550,783,450,170,161,0,0,0,0,0,0,0,0
Jun-24,중앙선,1211,운길산,0,0,268,177,673,718,1513,1067,1706,1391,1102,2685,1208,3589,1361,3418,1505,2151,1863,1380,2492,1572,3326,1450,3035,1333,2731,1177,1930,1216,1171,1314,852,533,492,691,141,572,26,447,2,19,0,0,0,0,0,0
Jun-24,중앙선,1212,양수,22,0,959,258,2264,1399,6323,2834,4338,4074,4265,4460,3699,4600,3641,5313,3290,3995,4079,3675,4451,3403,6431,3131,6697,4016,5112,4720,3661,3939,2076,4381,1931,3075,1217,2942,502,2361,192,1357,1,354,0,0,0,0,0,0
Jun-24,중앙선,1213,신원,2,0,150,88,215,176,411,254,335,648,446,638,382,575,354,379,468,326,530,294,511,284,629,310,567,294,442,284,633,398,192,281,145,205,65,197,39,113,7,71,1,20,0,0,0,0,0,0
Jun-24,중앙선,1214,국수,12,0,733,26,1194,335,2080,587,1932,1944,2092,1357,1349,988,1293,1420,1206,1048,1473,1002,1225,935,2356,1282,1721,1368,1240,1752,908,1805,482,1327,427,1384,325,1328,168,967,53,671,3,119,0,0,0,0,0,0
Jun-24,중앙선,1215,아신,12,0,666,23,798,236,1772,664,1547,1081,1418,976,1359,895,1106,1294,930,857,1072,907,1021,909,1117,942,1276,1303,1234,1859,839,1268,644,1068,468,860,294,1099,194,775,18,645,5,132,0,0,0,0,0,0
Jun-24,중앙선,1216,오빈,0,0,207,41,454,457,941,336,1051,623,923,660,843,489,537,586,612,500,548,362,482,458,539,637,700,566,655,1149,564,725,327,665,245,298,118,535,85,416,11,277,2,71,0,0,0,0,0,0
Jun-24,중앙선,1217,양평,104,3,2093,123,4324,1952,9349,4371,7823,7539,6206,4694,6687,5322,5697,7901,6224,6074,6894,3924,6471,5924,6239,6207,7568,6758,7122,9303,6234,8230,3900,6624,3526,6240,2668,3969,2176,3594,269,3936,86,1163,0,0,0,0,0,0
Jun-24,중앙선,1218,원덕,73,0,469,6,673,284,966,537,1062,696,1027,579,893,643,675,739,676,595,727,601,739,626,854,740,819,760,758,1080,551,945,374,695,227,556,115,502,46,381,4,283,0,89,0,0,0,0,0,0
Jun-24,중앙선,1219,용문,503,2,1187,9,2637,755,4966,2262,4802,4207,3912,4276,4132,5468,4111,9270,5206,6186,6164,5650,7169,5149,8242,3248,7487,5175,5755,5073,3644,4246,2563,3549,1285,3550,879,2175,359,1918,0,1706,0,769,0,0,0,0,0,0
Jun-24,중앙선,1220,지평,0,0,0,0,4,2,541,419,3,1,8,1,439,721,2,1,5,2,124,242,501,356,1,3,0,0,247,343,70,186,236,145,0,1,14,151,9,81,0,0,0,0,0,0,0,0,0,0
Jun-24,장항선,1401,봉명,26,3,1412,435,1686,849,2520,4377,2705,3992,2527,3510,2857,2552,2816,1652,2430,1883,2191,2430,2396,1886,2765,1821,3134,1637,3517,2716,1909,2418,1314,1724,1027,1395,778,1153,597,1299,582,937,32,214,0,0,0,0,0,0
Jun-24,장항선,1402,쌍용(나사렛대),114,1,2828,370,4413,669,7521,1754,8442,6525,4804,5797,4879,4107,4695,3737,4726,6351,5395,4330,4920,3111,5079,4458,5998,5120,5731,7107,5190,6763,3278,5395,2433,3869,1821,3585,1640,3879,926,3177,53,687,0,0,0,0,0,0
Jun-24,장항선,1403,아산,67,0,1012,1797,2687,4128,6680,6147,8660,8813,4873,7761,5221,7609,6492,6129,6540,7501,6822,7075,7814,5422,10254,6723,8927,6237,8851,9551,11402,9075,9153,5795,6161,5440,7040,3560,6688,3053,3633,1871,102,504,0,1,0,0,0,0
Jun-24,장항선,1404,탕정,61,1,1168,199,1978,1049,4182,1912,4405,3616,2998,2292,2609,2196,2649,1936,2700,2255,2895,2540,2880,1870,3486,2219,3516,3766,3940,4473,3812,4773,2813,3281,1856,3004,1946,2491,1986,2151,1104,1743,49,268,0,0,0,0,0,0
Jun-24,장항선,1405,배방,184,2,1184,241,1940,1024,3866,1359,3416,2250,2691,1784,2349,1293,1985,1805,2087,1654,2229,1878,2273,1717,2162,1901,1944,3093,2654,4346,2850,4109,1837,2824,1284,2358,1201,2110,1174,1809,791,1678,30,207,0,0,0,0,0,0
Jun-24,장항선,1407,온양온천,860,4,2113,569,5085,2825,10107,6462,10892,8327,10020,10729,10047,9779,10263,13100,10752,10620,12190,10051,12205,6998,10724,8680,10578,10198,8043,12136,9418,9973,4653,8426,3901,6579,2964,5956,2068,4521,1246,3187,38,1040,0,0,0,0,0,0
Jun-24,장항선,1408,신창(순천향대),332,1,763,158,1618,696,2792,2847,2057,6871,2199,4066,3101,5252,3142,3770,3302,3701,4590,3072,5511,2370,4366,2240,5991,2872,5192,1997,5537,3763,2310,2614,1737,2238,1701,2643,637,2599,639,1926,2,727,0,0,0,0,0,0
Jun-24,경의선,1252,신촌,0,0,333,4,323,1356,599,5136,602,6316,773,4256,657,1960,691,1249,955,1379,973,2081,1027,1102,1506,932,2130,1040,4799,1330,4520,1920,2579,1148,1184,804,1492,425,975,159,574,421,5,91,0,0,0,0,0,0
Jun-24,경의선,1261,효창공원앞,4,0,905,234,2226,2696,4925,6322,8284,17953,5447,8946,3827,4512,3826,3953,4027,3819,4381,4115,4200,3968,4948,4280,6134,5071,8556,5963,13673,8304,5203,6127,3826,4128,3200,4493,2543,3955,1149,2808,72,318,0,0,0,0,0,0
Jun-24,경의선,1263,서강대,4,0,637,149,1680,1628,3198,3045,4113,9168,3352,6012,2958,4723,2937,3485,3261,3414,3664,3947,3691,3545,4081,3230,5297,3899,6602,4296,6595,4722,4016,3521,3709,2370,4106,2725,3564,2157,1457,1430,23,216,0,0,0,0,0,0
Jun-24,경의선,1265,가좌,20,3,3804,342,8575,2835,23550,4460,26201,10111,12578,8524,9855,6293,8918,6310,9160,6288,7872,7946,7499,7912,7989,9337,9274,10990,9026,14951,9071,20324,6058,16642,4581,9717,3669,7294,2967,7071,1271,4941,22,626,0,0,0,0,0,0
Jun-24,경의선,1267,수색,9,1,1673,401,4477,2740,8855,6140,10435,16358,6271,8306,4350,3916,3913,3092,3886,3410,3852,3827,3657,3238,4097,4078,5453,4955,8943,7293,12203,8125,5714,6708,3276,4587,2629,3430,1807,3796,826,2471,33,448,0,0,0,0,0,0
Jun-24,경의선,1268,한국항공대,0,0,862,739,2008,1958,4649,2658,4692,8167,3565,7221,3622,6838,3814,4259,3991,4381,4182,4542,5244,3632,4918,3335,7226,3225,7832,3694,6309,4092,4246,3185,3129,2245,2380,2255,2001,2629,1444,1784,141,622,0,0,0,0,0,0
Jun-24,경의선,1269,강매,0,0,2595,277,7597,994,18685,1300,17079,3573,8465,1440,5979,1511,4467,1615,4125,2179,3590,2541,3010,2761,2840,3953,3420,5293,3435,7227,3724,11782,1444,10924,1064,6287,814,6389,534,5643,305,3248,10,1265,0,1,0,0,0,0
Jun-24,경의선,1270,행신,5,0,4417,1687,14842,5478,36768,6259,31507,9968,15939,7382,12881,6961,12971,8004,10707,8343,9443,10401,8258,8942,7860,10689,12225,15409,14498,20607,9895,37054,6738,26899,8098,13764,7418,14279,6683,12125,2772,6829,75,2720,0,0,0,0,0,0
Jun-24,경의선,1271,능곡,92,3,4465,867,9589,2516,21483,3611,18456,7662,10828,4853,8308,4355,7510,4591,6992,5122,6480,5560,6209,5412,6421,6878,7231,8685,7411,11183,6961,16728,4049,13051,3188,8683,2595,8262,1555,7463,734,5191,57,2673,0,0,0,0,0,0
Jun-24,경의선,1272,곡산,30,0,549,206,1025,955,1848,1934,1614,3049,1024,1100,965,954,966,851,817,853,842,793,1107,829,1048,871,1303,1068,2008,1507,2401,1875,905,1342,559,851,423,867,247,661,83,472,3,55,0,0,0,0,0,0
Jun-24,경의선,1273,백마,317,1,5734,1039,17538,6919,33453,7126,25954,10927,15307,6644,12194,5361,10857,5083,10868,6683,9806,7419,8550,8415,9798,9234,12570,11638,12677,16716,11501,27645,5511,24849,4373,13188,3825,14609,3435,12101,1046,10638,109,1072,0,0,0,0,0,0
Jun-24,경의선,1274,풍산,514,6,4471,424,11008,4254,24425,4892,21120,8351,13591,7280,10666,5765,9898,7370,9309,8077,9123,7178,9016,7494,9870,8242,11064,10968,11175,14792,9678,19907,5570,17481,4791,12582,4947,11239,3042,9405,952,7264,97,1390,0,0,0,0,0,0
Jun-24,경의선,1275,일산,1437,7,8954,869,26345,4093,50915,9223,36145,19475,23878,9840,18059,8300,16999,9464,16945,12011,16304,12336,13578,13750,14822,15258,19873,18429,15104,27508,14431,39744,8252,37298,6804,19283,5116,20464,4860,18391,1506,11460,150,4212,0,0,0,0,0,0
Jun-24,경의선,1276,탄현,28,0,6847,428,21350,3168,35960,6228,27531,10223,17011,6113,12876,5098,11922,5632,11821,6948,10291,7452,9186,9193,9962,10314,11208,13672,10995,21197,11353,28826,6013,29541,4864,15542,4130,15215,3394,12796,1316,8938,184,2769,0,0,0,0,0,0
Jun-24,경의선,1277,야당,76,0,6782,458,18958,3582,34372,5457,31108,9803,17718,8904,13307,7206,11978,8122,12389,9484,11627,10511,10467,12683,11443,13947,12596,21133,13915,28269,12414,37216,9280,32472,9584,17412,10727,15637,9757,13857,4858,10471,965,2872,0,0,0,0,0,0
Jun-24,경의선,1278,운정,80,0,5664,982,21144,8812,31929,8052,30594,11318,17249,7193,12602,6033,11024,6102,10450,6890,9788,6968,8473,8743,10053,9770,14028,16480,14104,19862,12106,25823,6675,23360,4999,13105,4002,12687,3144,10861,850,7519,108,1862,0,0,0,0,0,0
Jun-24,경의선,1279,금릉,77,1,3660,183,13634,2987,20944,6120,16741,10517,10969,5919,8939,4636,8797,4837,8317,5166,7792,6267,6890,7396,7360,7481,8872,10551,10040,14069,10968,16867,5844,16507,4619,9409,3548,9322,2614,8479,715,6270,114,1765,0,0,0,0,0,0
Jun-24,경의선,1280,금촌,143,0,4069,344,9730,4751,20348,10025,19198,15666,12909,9434,10960,7681,10927,7906,11590,9119,11294,9412,10110,9371,11120,10391,12780,14256,15096,16598,16413,18042,8149,14953,6576,11367,4821,9906,3201,8267,704,6282,111,1868,0,0,0,0,0,0
Jun-24,경의선,1282,월롱,58,1,474,26,907,2415,1878,8255,2220,10132,2117,3671,1935,2258,2310,1502,2721,2229,3285,1704,2784,1427,4839,1810,6286,2168,8842,2519,9879,2404,3614,2257,3166,2560,2168,2524,842,2449,72,1776,9,647,0,0,0,0,0,0
Jun-24,경의선,1283,파주,109,0,955,17,1489,950,2681,2724,3488,4250,2233,2318,1843,2039,1907,1166,2113,1363,1866,1246,2239,1092,2832,1451,3705,1597,4670,1836,3867,1937,1618,2048,1139,1560,932,1204,304,1177,34,814,6,358,0,0,0,0,0,0
Jun-24,경의선,1284,문산,1126,5,3186,16,8218,3016,15142,7811,16467,14561,12190,5936,9042,7112,9157,7624,9556,7395,9029,8028,9148,6897,9597,10122,10387,10322,13128,12483,12200,14088,5745,13285,4556,9158,3371,6962,2119,7740,192,5075,1,2763,0,0,0,0,0,0
Jun-24,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,29,307,53,529,26,9,191,10,6,14,10,6,231,154,146,30,672,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,28,17,75,63,0,2,17,0,1,0,1,0,11,5,29,0,98,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,경의선,1291,서울역,8,0,852,14,1277,9564,3112,24862,3440,36882,2305,21608,1793,7636,2251,5327,3191,4899,3861,5650,4166,3741,6764,3091,9035,3962,18380,4915,29950,6016,11785,2900,6659,2019,6531,1878,1026,200,2502,978,7,156,1,1,0,0,0,0
Jun-24,경의선,1292,공덕,20,11,803,72,1922,2404,4530,7388,5922,19746,5715,8263,6304,4003,5969,4150,5852,3944,6285,3948,6399,3900,6288,3984,7719,4987,11687,6879,17217,7187,8274,5080,7113,3761,7317,4234,5975,3225,2611,2284,186,327,0,0,0,0,0,0
Jun-24,경의선,1293,홍대입구,10,0,488,217,914,797,1395,2208,1688,6768,1467,5952,1465,4884,1598,4857,2193,5375,2671,5843,3280,5627,3808,5374,4816,5724,6583,6077,7196,6758,5836,4699,5755,3106,6700,2955,6457,2132,2987,1406,85,303,0,0,0,0,0,0
Jun-24,경의선,1294,디지털미디어시티,2,0,1368,493,3663,1707,10155,1955,10721,4438,6472,3054,4687,2419,4329,2373,4204,2675,3842,3243,3811,3025,4155,3401,5011,4909,4876,6821,5214,10813,3106,7665,2292,5033,1961,4239,1598,4482,843,2835,59,476,0,0,0,0,0,0
Jun-24,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,경춘선,1311,신내,38,2,1474,511,4464,2602,11823,5283,8975,7883,5228,2593,3914,2331,3500,2481,3545,2370,3196,2984,3099,2521,3753,4111,4413,3542,4814,5794,6343,6966,2838,6495,1823,3641,1577,2906,1263,2731,722,2142,77,741,0,0,0,0,0,0
Jun-24,경춘선,1312,갈매,21,0,2399,492,4757,1182,16233,3002,9897,5065,6514,2758,4577,3193,3410,2048,4056,2407,3400,3203,3170,2415,3398,4445,3999,4482,4001,6346,4885,10511,2326,7920,1895,4633,2775,4035,1808,3082,853,1779,14,740,0,0,0,0,0,0
Jun-24,경춘선,1313,별내,17,0,2090,924,5072,2319,14758,4825,11640,7020,7498,4083,5262,3905,4277,3401,4976,3296,4520,4260,4251,3342,4840,5036,5965,5950,6227,8297,7037,11319,3574,9773,2734,5412,2403,3777,2047,4302,1034,2099,71,698,0,0,0,0,0,0
Jun-24,경춘선,1314,퇴계원,27,1,3326,686,6044,2062,18204,3972,12891,5760,9402,2944,6600,3834,5325,2923,6468,3469,5226,3923,3876,4023,4250,4644,4613,6768,5025,9929,5906,11204,2700,10846,1957,6439,1620,4565,1158,5324,630,2725,31,901,0,0,0,0,0,0
Jun-24,경춘선,1315,사릉,23,0,1913,707,4088,1779,8891,4768,7242,3850,4859,2167,3768,2091,3109,2178,3173,2017,2857,1748,2290,2901,2729,2611,2988,3589,4090,4972,4545,6408,1998,7290,1410,3486,979,2786,623,2624,225,1697,17,519,0,0,0,0,0,0
Jun-24,경춘선,1316,금곡,28,0,1785,360,2597,1318,4444,2348,4504,5232,3409,2174,2655,1670,2487,1447,2460,2028,2310,1663,1849,2316,2204,1944,2811,2517,3335,3260,3406,3889,1271,3338,921,1736,692,1876,453,1704,202,1176,15,244,0,0,0,0,0,0
Jun-24,경춘선,1317,평내호평,716,13,6036,823,14533,1919,26248,4635,20709,10158,12884,6887,10902,5519,9505,5733,8952,7646,8226,7081,7052,9192,7694,8818,7998,11374,8771,18910,8395,19639,5240,20698,4643,9995,4056,8592,3691,8109,1599,5185,58,2466,0,0,0,0,0,0
Jun-24,경춘선,1318,천마산,17,1,1174,284,3553,768,7292,1533,5889,1849,4927,1759,3590,1361,2697,1979,2582,1888,2105,2003,2079,2419,2051,2785,2009,2884,1755,4171,1997,5040,933,3962,702,3128,496,2484,283,1869,103,1072,13,235,0,0,0,0,0,0
Jun-24,경춘선,1319,마석,20,1,1583,451,8526,3420,13703,6272,12287,7145,9559,5427,7960,4275,6640,5485,6709,4637,6024,5915,5762,5721,5714,7050,7099,7187,6645,10138,6832,9470,3451,11880,2885,6832,2332,5356,1628,4714,678,2047,51,813,0,0,0,0,0,0
Jun-24,경춘선,1320,대성리,3,0,2396,168,2376,709,1529,1113,1729,1309,1991,933,3108,1430,4379,1353,1449,1613,1243,3800,1276,6290,1440,3112,1582,2211,1669,1541,1303,1177,777,948,538,754,391,435,188,343,109,295,2,15,0,0,0,0,0,0
Jun-24,경춘선,1321,청평,9,0,1179,276,2317,1292,4511,2374,5304,4729,4101,4043,4333,4442,4955,3293,4154,4031,3982,3382,3957,4150,4485,4035,4347,4041,4990,5476,3523,4029,2022,3423,1649,2793,1061,1925,560,1398,205,1207,9,296,0,0,0,0,0,0
Jun-24,경춘선,1322,상천,6,1,252,86,341,336,604,464,753,1030,499,1179,672,1295,970,1100,687,657,980,499,1151,883,1226,658,1024,536,995,523,533,363,238,483,168,295,83,242,38,145,21,135,0,31,0,0,0,0,0,0
Jun-24,경춘선,1323,가평,2,0,911,192,2004,1284,3650,3160,4400,6161,3663,5926,4954,6997,6882,7668,4850,6233,4408,5588,5074,5365,6125,4941,7281,3316,7325,3743,5869,3662,3324,3542,2390,2542,1610,1932,735,1600,331,1228,18,407,0,0,0,0,0,0
Jun-24,경춘선,1324,굴봉산,0,0,80,18,79,108,173,292,178,377,202,354,252,819,552,603,335,334,458,198,500,356,618,268,562,203,390,175,207,181,170,134,166,122,66,77,38,71,13,55,0,12,0,0,0,0,0,0
Jun-24,경춘선,1325,백양리,1,0,35,14,19,58,60,277,93,214,86,178,167,434,292,379,217,202,264,178,249,218,369,158,274,137,335,78,161,74,78,46,74,82,37,40,45,37,27,38,6,5,0,0,0,0,0,0
Jun-24,경춘선,1326,강촌,25,0,177,56,366,223,502,408,631,2124,853,1657,974,1942,1669,2062,1184,1078,1339,909,1434,1186,2035,739,2170,905,1650,687,1069,792,605,588,483,395,351,364,155,354,33,224,4,30,0,0,0,0,0,0
