사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-24,8호선,2814,몽촌토성(평화의문),8,0,1617,2675,4439,8449,12964,11452,19053,26477,12691,13112,8854,9680,8491,8945,9083,9124,8770,9012,9421,8308,10805,8743,14941,10972,17295,14022,21793,18194,9867,13667,8767,8481,8591,7465,6556,6872,2950,4182,440,1224,0,0,0,0,0,0
Jun-24,8호선,2815,잠실(송파구청),4,2,1467,2640,4479,12041,9631,32893,12947,74988,10537,46214,10658,36426,14103,37502,17671,36318,21977,35704,27306,33714,35394,33974,40980,33451,50132,38552,66652,43295,40469,23123,40232,13895,38890,9937,27907,7140,9608,4265,1620,1641,2,119,0,0,0,0
Jun-24,8호선,2816,석촌,2,0,2703,798,5852,4486,15352,8915,22989,20934,13515,19236,12013,13664,10800,14320,11963,14671,13005,15562,12454,15584,13257,15981,15610,17129,17262,22299,18519,29476,11180,18774,10982,12085,11336,10347,8849,8815,3594,5645,576,1973,0,25,0,0,0,0
Jun-24,8호선,2817,송파,15,0,3402,863,10124,7440,28619,10783,34661,19522,21769,11090,16794,8913,15474,8854,15468,10215,14593,12452,12743,13286,14628,15776,17242,18225,16114,22206,17806,30411,9772,22308,7108,14448,6072,13740,4610,12086,1794,6436,293,1813,0,126,0,0,0,0
Jun-24,8호선,2818,가락시장,170,1,3232,2806,5843,7556,11722,15501,13412,37462,11042,15608,10418,11477,10971,10958,10331,10751,11022,12407,12388,11167,13749,10955,14784,13828,19481,16099,25655,19596,11597,14276,10614,10131,10359,8548,8496,6869,3689,4508,857,1690,3,471,0,0,0,0
Jun-24,8호선,2819,문정,2,0,2849,3383,8032,11817,25230,54338,32354,156464,21163,71786,17249,28115,18620,19501,21045,19867,23489,21503,26261,18894,28627,19077,33912,21736,79914,26086,112294,38230,38167,26815,27459,16409,23485,14706,18409,13609,7058,7601,1167,1893,0,0,0,0,0,0
Jun-24,8호선,2820,장지,4,0,6063,2896,18437,11095,44818,26218,51549,45357,31671,31765,22226,19755,19620,20257,20401,20480,21304,20641,21535,21306,26987,23823,32781,27249,43692,33313,46618,48027,27238,30814,22337,19864,17494,18033,9212,16064,2955,9813,606,2361,0,0,0,0,0,0
Jun-24,8호선,2821,복정,20,0,4362,2210,11338,8552,27263,11140,35260,18617,20920,15072,14153,10014,11376,7581,13236,8988,12130,8625,11812,8996,12841,10832,16413,13856,21593,19851,22609,27488,14426,19613,8781,13464,7406,12560,5845,11378,2489,5149,482,1106,0,0,0,0,0,0
Jun-24,8호선,2822,산성,17,0,5158,577,10662,2146,29357,3550,30909,8879,16217,7292,11099,6290,9466,5441,9453,6007,8778,6715,7984,7502,8858,10066,9441,12117,9485,16049,7086,26281,3946,21564,2959,13770,2468,13306,1703,12239,750,7038,171,2511,0,1,0,0,0,0
Jun-24,8호선,2823,남한산성입구(성남법원.검찰청),90,9,11362,1664,22028,4874,53024,11660,62160,23334,33050,20966,22277,13406,20220,10684,20819,13196,17937,14617,17363,13772,18559,18007,20836,23609,22179,27524,20113,43026,10129,33327,7458,21888,5535,22294,3993,19858,1500,11649,242,3730,0,0,0,0,0,0
Jun-24,8호선,2824,단대오거리,29,1,10985,1748,19896,5996,47238,10812,54119,19321,28364,11393,18731,9125,16432,9832,17495,11322,15556,11791,14293,13307,14938,18194,17577,22988,19765,28623,20525,45027,10526,34654,7908,21378,5899,20757,4036,18870,1885,11465,408,3206,0,4,0,0,0,0
Jun-24,8호선,2825,신흥,6,0,3920,477,7580,2162,17112,3567,21188,6235,11867,4368,7839,5191,7326,5755,7161,7322,6946,8505,7050,8413,8177,9957,9910,11564,9180,13586,8197,18968,5063,15485,4068,9928,3277,8882,2115,7975,963,4543,173,1249,1,102,0,0,0,0
Jun-24,8호선,2826,수진,4,0,3959,557,6920,2291,15929,5599,21193,12733,12860,7159,8862,6441,8344,6641,9672,6777,9006,7918,8399,7848,9804,8445,12834,10323,9679,10599,8222,15355,5182,12497,4195,8279,4102,7780,2911,7106,1032,4869,204,1388,0,130,0,0,0,0
Jun-24,8호선,2827,모란,18,0,2717,791,3299,3745,8719,5003,10887,11736,7188,6652,7600,6852,8333,6843,9091,6692,9574,6506,9174,6693,10148,7583,13837,8652,11816,8450,11873,10337,7223,6428,5209,4352,4916,4091,3921,3827,2269,2280,584,1364,0,333,0,0,0,0
Jun-24,8호선,2828,남위례,2,0,1977,1295,7428,4221,21219,9187,24800,24554,14394,11191,9645,7016,8631,6475,9939,7065,9253,8956,9102,8461,11489,9849,13660,12446,16242,16313,17705,24527,8115,18311,6935,11044,7164,9919,5652,9504,2513,5915,653,1595,0,0,0,0,0,0
Jun-24,9호선,4101,개화,2,0,2252,226,7658,2893,15035,3574,10280,5082,4452,2848,2813,2138,2764,2210,2432,1957,2348,2116,2592,2231,2976,2534,4279,2691,5988,4041,5624,6603,2588,5626,1721,2825,1782,2164,620,2016,287,1210,73,434,3,56,4,4,0,0
Jun-24,9호선,4102,김포공항,8,1,820,2591,3287,13472,10391,16678,11448,19475,8087,18351,8496,20268,10918,22612,11076,23365,13862,23191,15461,23115,18396,20866,15822,23837,19098,25999,20766,25602,15639,14583,13405,6705,13336,3949,10382,3238,3479,2183,137,1561,0,144,0,0,0,0
Jun-24,9호선,4103,공항시장,6,0,3880,224,4734,1248,9320,2356,11792,4223,6474,3657,5317,3170,4815,3478,5368,4019,4841,3983,4315,4421,4328,5368,4671,6533,4731,7637,4209,11717,2987,8573,2730,6489,2162,6137,1432,5716,826,3945,148,1364,0,109,0,0,0,0
Jun-24,9호선,4104,신방화,9,1,5381,737,12178,2569,28219,5498,27391,12751,14865,7421,11878,6339,10747,6845,11118,7861,9999,8679,9111,9446,10580,10991,10849,13598,10085,16690,10748,23647,6299,20089,4914,12667,3824,11185,3021,11908,1230,6369,190,2184,0,0,0,0,0,0
Jun-24,9호선,4105,마곡나루(서울식물원),5,0,4906,1669,10827,19546,28688,22886,28887,54829,16468,23287,12525,14742,13697,12656,15683,13272,17075,15181,16661,13870,20279,15423,28670,19056,43013,25933,47145,37856,22448,28680,18844,17782,17452,17374,15238,15403,7396,10652,1001,3858,0,389,0,0,0,0
Jun-24,9호선,4106,양천향교,5,0,4802,1477,11268,11373,30420,12998,30891,39154,15641,15564,12538,10307,12463,8113,14255,9615,13243,11028,12812,9970,14245,11341,18121,13893,23902,17729,31220,27507,11374,24052,8161,15326,6885,16005,5209,13481,2342,10370,422,2519,0,210,0,0,0,0
Jun-24,9호선,4107,가양,146,0,16491,1689,29442,9501,74938,30131,76881,51076,44612,30090,34311,20222,32021,20940,34005,23276,31052,24668,28064,27001,30886,32107,35712,37799,42297,45805,48624,72856,22883,58624,18214,38678,15931,34651,11112,31351,4710,20456,630,6383,1,287,0,0,0,0
Jun-24,9호선,4108,증미,3,1,2755,598,8254,2707,22656,11652,23531,44619,12679,16770,9809,6823,9163,6329,9598,6529,9005,7087,8100,7705,8544,8505,9369,9525,21617,12520,34223,19677,10648,14602,6034,8875,4986,8154,2824,8671,1189,4751,218,1486,0,0,0,0,0,0
Jun-24,9호선,4109,등촌,25,0,6881,1121,15626,4077,47243,8203,55591,18203,26642,12733,19182,11456,17859,11598,18622,13144,17246,13703,15479,15014,15816,18995,16549,21066,18315,31370,19155,44088,10320,35537,8354,20720,6862,18059,5150,16590,2335,9772,398,2939,0,0,0,0,0,0
Jun-24,9호선,4110,염창,4,0,13316,884,27931,5032,75436,9056,80810,19970,46525,12892,30446,11520,25624,12410,26193,14471,23101,16972,19887,18734,20340,24214,21417,29928,23333,45789,24126,67781,13859,57220,11274,37727,10177,34295,7362,34620,3068,20227,485,6798,1,304,0,0,0,0
Jun-24,9호선,4111,신목동,3,0,3147,461,6664,2623,20694,3529,19194,6628,9889,4287,7182,2982,6163,3044,6399,3819,5066,5095,4836,4626,5330,5557,6303,7614,7106,9032,6591,14581,3481,11000,2427,7152,2130,7198,1746,6073,759,4414,169,1126,2,94,0,0,0,0
Jun-24,9호선,4112,선유도,3,0,2164,1514,6871,4581,22003,14050,25750,37489,12692,18973,9819,8681,9075,8109,10037,8635,9902,8397,9651,8753,10853,9636,13823,10704,24566,13541,33168,22016,13263,15345,8638,9682,7036,8397,5330,8222,2205,4998,375,1450,0,22,0,0,0,0
Jun-24,9호선,4113,당산,75,0,9316,1484,18970,7346,53121,16133,60917,44930,37054,23912,28667,16998,26995,18890,29522,20830,27410,23610,25555,22792,27539,27611,29544,33418,38811,46086,47167,64834,24310,48973,21207,34219,20804,34528,17707,32609,8671,20664,1447,5470,1,323,0,0,0,0
Jun-24,9호선,4114,국회의사당,13,0,958,1923,2309,10928,4742,45797,7739,147547,8072,55677,10823,26185,14287,20978,17139,19413,19798,21057,24537,16918,26335,12307,35023,11553,68341,15264,96529,13473,33336,8226,23012,5448,22038,5201,14313,4847,5092,2916,1043,906,0,0,0,0,0,0
Jun-24,9호선,4115,여의도,21,0,3452,2729,5049,25210,9114,140839,11893,163110,12052,77875,16074,42133,24298,40867,26444,40382,33654,41724,39521,36769,50018,33772,68786,32714,154943,32840,150293,35138,73422,19973,63596,11252,47012,9757,27496,8720,9657,4717,1341,1904,0,292,0,0,0,0
Jun-24,9호선,4116,샛강,10,0,1393,993,2601,4456,5489,16474,6643,35838,5546,13995,5595,9629,6930,8859,7575,8020,8632,8688,9296,7418,10468,7293,12142,8776,21157,10863,28977,13312,12386,8233,10941,4667,10144,4188,7709,3682,3890,2324,874,808,0,29,0,0,0,0
Jun-24,9호선,4117,노량진,625,2,18443,1756,25422,12330,64559,36847,87509,52482,50933,36309,35020,24043,32568,28010,35877,31243,37890,34320,33543,32183,33755,35231,39664,43588,47733,61280,47404,87089,29619,56842,31238,41782,35210,42084,36495,41630,12547,22989,1407,6512,0,0,0,0,0,0
Jun-24,9호선,4118,노들,6,0,4313,340,6260,1532,17531,2401,21219,4083,13058,3675,9095,3574,7591,3799,7540,5111,7376,4993,6236,6311,5952,7448,6674,9178,7221,11731,6597,17396,4656,12394,5490,8507,4988,7444,3550,7169,1413,3854,296,1179,2,3,0,0,0,0
Jun-24,9호선,4119,흑석(중앙대입구),4,0,3728,1147,6400,5325,18889,11940,22337,23802,15661,16526,13666,15366,13870,13532,15767,14169,16036,13764,16463,14185,17859,13986,20663,15350,24663,21194,17879,27977,11820,18631,10552,13437,10550,11569,9212,11761,4903,7126,1071,2518,0,33,0,1,0,0
Jun-24,9호선,4120,동작(현충원),19,1,1046,311,1576,2386,4305,3107,5363,6942,4254,9466,5495,9128,8921,5916,9062,4145,7271,4153,6210,3827,5865,3602,5446,3159,5673,3260,4448,4303,1970,2750,1700,1935,1823,1934,1173,1853,606,1273,102,1125,3,232,0,0,0,0
Jun-24,9호선,4121,구반포,0,0,261,822,585,6244,1477,2753,1855,3599,1138,3075,1079,1519,1304,1315,1452,1518,1465,1462,1605,1388,1990,1383,5498,1350,6209,1860,4080,2304,1913,1278,1481,889,1077,758,871,723,265,390,50,208,0,0,0,0,0,0
Jun-24,9호선,4122,신반포,1,0,867,468,2477,4546,8527,9085,10721,11125,7278,7287,5821,6066,5491,5030,6248,5370,6615,6620,6328,6688,8789,6430,10576,6929,10666,9137,10634,11127,6097,9002,5299,5597,5910,4396,3960,4475,1208,2430,250,774,0,2,0,0,0,0
Jun-24,9호선,4123,고속터미널,28,0,2616,1362,6558,15535,19167,20656,25013,30698,20745,33414,19345,39805,21925,41916,25074,42907,27501,42950,31164,46657,36299,47442,39824,51261,40402,54920,40307,62053,33579,41266,33162,30544,29109,24758,23191,22062,9050,9515,1169,2046,0,9,0,0,0,0
Jun-24,9호선,4124,사평,1,0,1084,291,3412,2010,11701,5389,13289,7649,8632,4161,6967,3579,6075,3627,6440,4854,6458,6099,5788,5953,6671,7200,8243,7756,8268,9114,8339,11772,4821,8604,3491,6216,2543,5895,2100,5746,672,2927,179,746,0,0,0,0,0,0
Jun-24,9호선,4125,신논현,86,1,4184,1544,12868,16128,30536,39107,38535,84990,31447,94980,28280,54454,33436,44012,39346,45463,42565,47071,45857,46387,52235,46900,64385,52250,81593,69505,104065,89163,75847,54018,59012,33885,63202,28883,56440,23781,27564,14179,4641,3507,4,645,0,0,0,0
Jun-24,공항철도 1호선,4201,서울역,379,2,3339,1895,4862,15733,12364,22850,17353,33376,18039,30308,18846,25289,24298,25018,29092,25655,29917,24502,23229,20810,31535,22978,32061,23085,37996,25112,38280,23687,30082,21605,22514,14648,25771,13431,19138,11124,11736,5471,135,3858,0,0,0,0,0,0
Jun-24,공항철도 1호선,4202,공덕,110,0,2203,198,2907,1801,6560,4045,7030,11213,4728,5651,4063,4206,3926,4442,4033,4974,4107,5342,3760,4919,3898,5387,4792,6747,6867,9601,10037,13092,4440,8755,3844,6050,3801,6369,3268,6304,1505,4548,99,1995,3,2,0,0,0,0
Jun-24,공항철도 1호선,4203,홍대입구,248,16,6374,583,6656,4351,11021,10802,14617,25978,13700,27883,14568,24330,15971,28160,17550,32569,20085,33796,22669,28945,26781,29453,32722,31469,39238,34524,44097,39681,36818,27284,36366,16686,40673,14128,35394,13034,16722,9896,1450,3304,0,0,0,0,0,0
Jun-24,공항철도 1호선,4204,디지털미디어시티,168,3,4522,822,9804,7816,21462,30979,22146,79889,13327,37903,10427,15553,10964,12373,11899,12392,12857,12684,13264,10398,15486,11328,20410,13727,46441,20226,72896,28346,30119,18707,18799,11488,16501,10256,16218,9842,6430,6258,741,3390,0,7,0,0,0,0
Jun-24,공항철도 1호선,4206,마곡나루(서울식물원),54,19,2742,2058,5628,32464,14369,33615,15344,64310,8302,28206,5629,10453,7344,6875,8352,7571,7915,9177,8322,10443,13837,7079,29351,9249,65575,14371,49985,20474,21092,13564,14739,7825,12549,7519,16825,7618,3258,4694,541,3207,0,0,0,0,0,0
Jun-24,공항철도 1호선,4207,김포공항,17,2,2080,2456,3418,11831,7956,20024,12866,17156,17019,10775,18488,9878,19292,10664,17073,11474,21350,11225,21674,9790,21642,9006,17299,10047,23085,11714,26474,10029,19809,5671,16550,2881,20789,1620,16984,1536,6359,1055,234,862,3,77,0,0,0,0
Jun-24,공항철도 1호선,4208,계양,17,1,14816,824,37175,3603,71143,5177,52999,7541,34865,6757,23963,5522,20369,6662,18998,7369,15514,10314,13116,12962,13209,16122,14247,23565,14179,31589,11001,58175,7223,49448,4945,30953,4407,29267,2974,28339,1414,17513,252,5614,0,1,0,0,0,0
Jun-24,공항철도 1호선,4209,검암,1396,5,8619,555,14154,2661,32313,7184,23498,14701,12679,5612,9327,4028,8751,3859,8383,4630,7310,5372,6174,6009,6726,7399,7872,10479,8630,14594,11258,24969,4589,23384,3726,13622,3081,12521,2378,12877,1202,10356,181,5100,1,0,0,0,0,0
Jun-24,공항철도 1호선,4210,청라국제도시,141,1,7339,268,18195,5065,32101,7671,21045,17494,13253,5449,10478,3673,11157,3889,10473,4455,8762,6057,8002,6953,8957,7897,10740,10974,14415,15070,18537,23890,6326,22443,4502,15080,3844,14729,2821,16060,1323,9823,206,4400,0,0,0,0,0,0
Jun-24,공항철도 1호선,4211,운서,168,2,17567,897,22030,7989,31125,12086,27341,13390,15122,11911,15995,7308,18697,7554,17818,9483,13587,10673,12202,13237,13430,15068,15936,17569,18073,21904,13959,32296,8072,26681,7790,22094,7250,22455,6835,23364,2884,19041,351,5996,0,0,0,0,0,0
Jun-24,공항철도 1호선,4212,공항화물청사,5,0,670,880,1674,7579,2002,11388,2074,18916,1859,2947,798,1794,753,2727,1048,2929,1198,1692,1869,1251,2891,1025,4842,1394,9829,1905,13501,990,3199,1342,2197,1803,2778,988,2525,497,680,211,9,87,0,0,0,0,0,0
Jun-24,공항철도 1호선,4213,인천공항1터미널,0,0,9520,10797,12463,19806,17923,36670,19402,34750,16256,28051,16776,28540,18961,32495,25331,39822,27457,28923,31776,27096,39475,21585,35679,24376,31980,26026,35414,19189,25794,19965,23030,13094,27423,11416,29801,8981,15584,8343,232,5229,0,0,0,0,0,0
Jun-24,공항철도 1호선,4215,인천공항2터미널,0,0,5839,6870,5126,12223,6528,20415,9123,18493,8430,9122,5916,10719,6447,15661,8761,17018,11498,12690,14849,11939,19601,9949,16540,9929,22730,11554,21914,6741,12522,3628,12309,3199,15346,2346,13064,1797,4108,1835,0,2615,1,0,0,0,0,0
Jun-24,공항철도 1호선,4217,영종,13,0,3903,176,11785,2134,15647,3409,12450,3877,9561,3525,8182,3553,7905,4575,7492,4239,6073,4141,5886,5822,6027,7914,6954,8791,6834,9398,4598,15254,3340,14085,2807,8614,2473,9304,1999,8616,776,7736,154,2593,0,0,0,0,0,0
Jun-24,9호선2~3단계,4126,언주,2,0,1323,1095,2823,8312,7464,22869,10518,65774,10362,50315,10563,22900,11737,14402,15344,12563,14396,16430,16661,13983,19075,12333,23893,12896,42155,13941,56497,15246,28059,10103,16588,7158,12674,7687,9537,5767,3372,3964,614,1183,0,56,0,0,0,0
Jun-24,9호선2~3단계,4127,선정릉,3,0,1309,1094,4187,6919,8462,19880,10377,55101,8531,44736,7501,20020,8424,13074,10635,12093,11614,13770,12441,11767,13925,10774,18103,10598,31009,13375,49996,15283,27226,10589,14939,8016,12854,8044,9758,7031,3737,4517,787,1405,0,22,0,0,0,0
Jun-24,9호선2~3단계,4128,삼성중앙,1,0,1172,649,3446,4669,6253,17070,7931,43587,6921,32296,6570,11851,7035,8946,8969,8907,9113,8540,9283,8099,10924,7976,15221,8381,25310,11569,40335,12733,17899,8362,11419,5872,9754,4757,6514,4728,2566,2788,506,1077,0,0,0,0,0,0
Jun-24,9호선2~3단계,4129,봉은사,3,0,1887,1826,5215,14399,9177,41671,10667,111742,9888,84427,11342,52268,17644,45207,23889,42967,29580,45431,36497,38105,45352,33795,58881,31450,85455,29176,108382,28395,55085,16724,40984,10509,37234,8832,23142,6142,5848,3803,774,949,0,1,0,0,0,0
Jun-24,9호선2~3단계,4130,종합운동장,0,0,1389,270,3831,1902,10055,5465,12680,11433,9376,8746,6547,5602,6631,6007,7192,7150,8062,7695,7634,8191,8072,9157,9934,11146,12351,14428,12161,17610,8345,11199,8752,7388,10180,6709,8876,6291,4398,3399,700,934,0,10,0,0,0,0
Jun-24,9호선2~3단계,4131,삼전,12,0,4848,660,7913,2574,22681,5561,35815,15383,23639,8303,13111,6355,10818,6592,11127,7475,10999,8636,9767,8852,9648,10366,10105,13460,13001,17901,16644,26565,7691,21844,6250,13543,5552,14839,4453,11376,1866,8101,399,2298,1,459,0,0,0,0
Jun-24,9호선2~3단계,4132,석촌고분,2,0,3594,639,6991,2523,19560,5451,30851,13722,19864,10106,11595,6464,10094,6413,11137,8210,10194,8245,9081,8817,9437,9585,10872,11481,11706,15634,14499,24925,6962,19239,5897,12437,4950,11948,4065,11031,1483,6437,269,2364,0,14,0,0,0,0
Jun-24,9호선2~3단계,4133,석촌,3,0,3707,415,9849,3222,24286,6218,33877,13924,23705,11879,15898,9617,13448,10076,14539,11018,15469,11999,13940,11918,14053,12823,17047,14605,17517,21198,18790,30804,11365,23978,10607,16093,11189,13637,9200,14404,3834,7793,590,2032,0,6,0,0,0,0
Jun-24,9호선2~3단계,4134,송파나루,1,0,2290,273,4821,1698,12629,4835,19767,11837,12509,8422,7891,5967,6953,7445,7732,8852,8392,8499,7806,8259,8201,9369,8390,11353,9772,16531,13427,23439,7425,16787,6883,9765,7571,7693,6126,6977,2392,3964,439,1242,0,0,0,0,0,0
Jun-24,9호선2~3단계,4135,한성백제,1,0,1173,406,3511,1289,8490,2731,10895,7151,6701,4466,4535,3362,4137,3399,4722,3621,4854,3980,4829,3678,4839,3808,5266,4942,6245,6137,8284,8895,3437,7375,3274,4226,3219,4428,2067,3270,696,2366,134,786,0,0,0,0,0,0
Jun-24,9호선2~3단계,4136,올림픽공원(한국체대),0,0,1761,573,6853,4684,14894,6532,17669,13226,11999,12248,8851,12912,8613,15930,9559,14565,9439,19257,9476,18529,10881,20511,13833,19743,15992,19960,15637,21717,15612,15552,20560,10726,31654,10334,13849,9457,1914,6020,188,1788,0,55,0,0,0,0
Jun-24,9호선2~3단계,4137,둔촌오륜,1,0,436,486,1256,6294,3025,3815,3669,2725,2159,1558,1434,1057,1748,1159,1818,1190,1915,1198,2145,1225,2304,1553,6785,1816,3790,2169,2049,3290,1214,2390,809,1601,860,1432,468,1476,185,712,30,302,0,26,0,0,0,0
Jun-24,9호선2~3단계,4138,중앙보훈병원,1,0,4172,688,18255,8534,44625,12713,44758,20935,28491,14068,20567,14568,18740,9561,17009,11826,14013,13418,17377,13512,18779,12875,20325,14184,21652,20083,15167,34999,7469,26720,5549,17385,4443,16306,3348,17336,967,7990,177,2564,1,174,0,0,0,0
Jun-24,우이신설선,4701,북한산우이,17,1,1965,629,3616,2189,9090,4067,9402,8071,6197,10723,5342,9695,5890,8742,7041,6987,7336,5365,8656,5192,8736,4985,8022,5135,6682,5271,5336,6346,3889,5180,2880,3428,2069,2897,1213,2521,593,1630,186,667,0,34,0,0,0,0
Jun-24,우이신설선,4702,솔밭공원,29,0,2018,314,4233,1279,10738,1498,10739,3423,7373,3224,5453,2883,4626,3017,4666,3644,4245,3990,3801,4183,4240,4668,4502,5477,3645,5975,2991,7761,1888,7086,1326,4587,1009,4507,776,3641,328,2697,76,617,0,1,0,0,0,0
Jun-24,우이신설선,4703,4.19민주묘지,14,3,1463,484,3523,1467,8467,2650,10105,8595,7033,5876,5804,6373,6393,8201,6734,5940,7105,5720,7061,5791,6921,5441,8276,5865,8214,6343,6028,7592,3910,7448,3197,4430,2338,3878,1728,3469,713,2553,181,637,0,0,0,0,0,0
Jun-24,우이신설선,4704,가오리,8,2,3014,388,6540,1705,16296,3388,17336,6306,11883,5087,8803,4904,8179,5025,7782,5843,7292,6527,5884,6276,6149,8012,6429,9999,6138,10525,5063,13919,3888,12342,2686,7487,1769,7072,1307,6119,662,3532,151,969,0,0,0,0,0,0
Jun-24,우이신설선,4705,화계,9,0,2364,703,4618,1516,11737,2800,13397,5756,9229,5771,7388,5578,6839,5023,8074,4878,6786,5631,5886,5132,5860,5941,6018,6847,5166,7569,4685,9879,3283,8882,2198,5898,1387,5168,1023,4537,550,2635,139,799,0,0,0,0,0,0
Jun-24,우이신설선,4706,삼양,4,3,1333,519,3026,1749,6308,1767,7154,3817,4976,2864,4276,3183,4068,2939,4025,3354,3497,3559,3559,3472,3382,4412,3859,4684,3356,4924,2745,5898,2175,5219,1563,3557,910,3256,622,2588,277,1442,62,452,0,0,0,0,0,0
Jun-24,우이신설선,4707,삼양사거리,6,5,1623,474,3165,1841,7375,2384,9359,4886,6685,3779,5405,3632,4953,3818,5139,4161,5106,4418,4085,4530,4150,5786,4504,6141,4258,6450,4112,7301,2946,6434,2010,3922,1573,3302,1140,2783,488,1502,135,418,0,0,0,0,0,0
Jun-24,우이신설선,4708,솔샘,4,0,3425,403,11043,1724,28062,3409,28264,4743,16869,3175,11039,3873,9617,4281,9630,5489,8550,6187,7087,7077,7233,9502,7078,11760,6350,13988,4913,22125,3394,19567,2181,11382,1744,11519,1441,10172,525,5892,146,1912,0,0,0,0,0,0
Jun-24,우이신설선,4709,북한산보국문,5,1,2446,634,7702,2382,19149,6002,22359,10115,15898,7857,12284,6852,11101,6678,10983,6914,10792,7509,9791,8131,10185,9821,12035,11781,12217,14509,10622,19715,6241,15655,4912,11402,4163,10594,2979,9859,1739,6314,566,1433,0,2,0,0,0,0
Jun-24,우이신설선,4710,정릉,1,0,2027,574,5583,2015,13834,3237,16785,6928,13653,5000,10004,4613,9299,5182,8910,5820,8413,6115,7672,6636,7715,8043,8190,10103,8130,10944,7730,14880,4512,12024,3154,7733,2720,6925,2240,6138,1019,3280,250,857,0,0,0,0,0,0
Jun-24,우이신설선,4711,성신여대입구(돈암),0,0,930,516,1460,1476,3502,4447,6427,9291,5187,7943,4776,6546,5320,7154,6019,7589,6743,7990,6272,7454,6817,7890,8053,8754,8270,9852,8948,11306,6418,7434,6113,5192,7097,3829,6534,2928,2658,2015,551,604,0,0,0,0,0,0
Jun-24,우이신설선,4712,보문,13,0,554,181,995,1305,2258,3371,4023,4689,3489,3718,2641,2731,2739,2404,3117,2575,3188,2689,2865,2586,3363,2797,3952,3040,3586,3276,3865,3584,2313,2727,1872,1858,1555,1728,1388,1576,685,980,168,262,0,0,0,0,0,0
Jun-24,우이신설선,4713,신설동,74,1,1095,1066,1208,3246,1758,6695,2761,11061,2249,8059,2304,4797,2858,3727,3339,3692,3637,3950,3839,2617,5514,2477,6106,2769,7584,2291,9689,2348,5019,1470,3502,1208,2942,1042,2205,1012,812,735,159,478,0,107,0,0,0,0
Jun-24,신림선,4401,샛강,10,0,535,710,836,2665,1576,11734,2629,24699,2100,8815,1865,4588,2309,3606,2376,3250,2559,3537,3392,3111,4377,2990,4773,3632,9953,3963,17827,4374,6290,2540,4686,1802,4247,1253,3014,974,1534,696,366,313,1,42,0,0,0,0
Jun-24,신림선,4402,대방,83,1,1868,413,2550,1290,7312,3025,11149,5217,6416,3393,4942,2763,4878,2769,5233,3003,5123,3472,4748,3271,4744,3400,4833,4373,6095,5373,5630,7752,3568,4919,2880,3733,2519,3584,2100,3432,991,2399,181,717,0,58,0,0,0,0
Jun-24,신림선,4403,서울지방병무청,1,0,1382,506,3253,1273,9339,4311,12983,5969,7687,3736,6838,3077,5755,3124,5255,5083,4379,5040,4514,4868,5857,6081,5591,6945,4766,8051,4312,10903,2301,7902,1784,5507,1547,5010,1406,4914,433,3222,108,992,1,1,0,0,0,0
Jun-24,신림선,4404,보라매,1,0,1894,328,3173,1687,9519,6691,13400,13342,7961,4789,5722,3961,5500,4341,6008,4343,5916,4696,5722,4542,7548,5169,8554,5786,7701,8082,12400,12008,5031,8735,4294,5590,4007,5179,2997,4700,1384,3038,333,947,1,3,0,0,0,0
Jun-24,신림선,4405,보라매공원,0,0,685,487,1829,1451,5053,4426,6982,7617,4449,3599,3563,2490,3503,2684,3554,3017,3371,3771,3040,3624,4032,4014,4648,4114,4879,5054,6071,6417,2425,5129,2040,3265,1597,2688,1305,2412,397,1418,98,496,0,0,0,0,0,0
Jun-24,신림선,4406,보라매병원,11,0,974,573,2298,4896,7175,16169,9067,46171,9981,20824,9844,12595,11009,9618,10281,10174,10090,11469,12788,11239,14735,9241,14382,8257,23492,9689,30772,11732,10377,8657,8233,4907,5449,4521,4659,3382,1390,1697,181,510,0,0,0,0,0,0
Jun-24,신림선,4407,당곡,1,0,2159,212,4454,1247,13139,3680,18938,8693,12427,6030,8008,5252,7368,5037,7996,5988,7491,6148,6864,6624,7025,8232,7645,8841,8745,11217,9658,16287,5295,12274,4131,7611,3053,7184,2034,6812,971,4036,245,1308,0,0,0,0,0,0
Jun-24,신림선,4408,신림,0,0,1005,298,1529,822,4143,1493,6575,2688,4125,3042,3038,3051,2961,3316,3393,3971,3177,4073,3278,4347,3273,5081,3302,5249,3309,6725,3506,9781,2747,6671,1944,3860,1756,3595,1551,3047,825,1650,259,635,0,0,0,0,0,0
